Source,Target,Label,Type,Context,Source_Document,Weight,Chapter,Book_Vol,Description
the dingle,húrin the tall warden of the keys,LOCATION-PERSON,CO_OCCURRENCE,"Entmoot. You and Merry can stroll about in the dingle, if you like. There is a well of good water, if you need refreshing, away yonder in the north bank. There are still some words to speak before the Moot really begins. I will come and see you again, and",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,10,4,3,[N/A]
húrin the tall warden of the keys,methedras,PERSON-LOCATION,CO_OCCURRENCE,"said Merry; 'but that peak is probably Methedras, and as far as I can remember the ring of Isengard lies in a fork or deep cleft at the end of the mountains. It is probably down behind this great ridge. There seems to be a smoke or haze over there,",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,17,4,3,[N/A]
the ents,the gap of rohan,ORGANIZATION-LOCATION,CO_OCCURRENCE,"Gap of Rohan. It does not seem the sort of place for Ents to tackle. But I have an odd feeling about these Ents: somehow I don't think they are quite as safe and, well funny as they seem. They seem slow, queer, and patient, almost sad; and yet I",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,8,4,3,[N/A]
the ents,the dingle,ORGANIZATION-LOCATION,CO_OCCURRENCE,"the dingle. The murmur of the Ents went on. It seemed a very strange and remote place, outside their world, and far from everything that had ever happened to them. A great longing came over them for the faces and voices of their companions, especially for Frodo and Sam, and",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,1,4,3,[N/A]
bregalad,old treebeard,PERSON-PERSON,CO_OCCURRENCE,"as they marched southwards. Bregalad, his eyes shining, swung into the line beside Treebeard. The old Ent now took the hobbits back, and set them on his shoulders again, and so they rode proudly at the head of the singing company with beating hearts and heads held high. Though they",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,31,4,3,[N/A]
bregalad,folk of the lonely mountain,PERSON-ORGANIZATION,CO_OCCURRENCE,"he caught sight of Bregalad and the hobbits. 'Come, join the Moot! We are off. We are off to Isengard!' 'To Isengard!' the Ents cried in many voices. 'To Isengard!' To Isengard! Though Isengard be ringed and barred with doors of stone; Though Isengard be strong and hard, as cold",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,15,4,3,[N/A]
quickbeam,old treebeard,PERSON-PERSON,CO_OCCURRENCE,"said Treebeard. 'I made Saruman lock it and give me the keys. Quickbeam has them.' Quickbeam bowed like a tree bending in the wind and handed to Aragorn two great black keys of intricate shape, joined by a ring of steel. 'Now I thank you once more,' said Aragorn, 'and",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,16,4,3,[N/A]
bregalad,the entwives,PERSON-ORGANIZATION,CO_OCCURRENCE,"said Bregalad, softly and sadly, 'rowan-trees that took root when I was an Enting, many many years ago in the quiet of the world. The oldest were planted by the Ents to try and please the Entwives; but they looked at them and smiled and said that they knew where",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,3,4,3,[N/A]
folk of the lonely mountain,o rowan dead,ORGANIZATION-PERSON,CO_OCCURRENCE,"chatter; and the rowan has enough and to spare. But the birds became unfriendly and greedy and tore at the trees, and threw the fruit down and did not eat it. Then Orcs came with axes and cut down my trees. I came and called them by their long names,",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,3,4,3,[N/A]
carnimírië,o rowan dead,PERSON-PERSON,CO_OCCURRENCE,"your head how golden-red the crown you bore aloft! O rowan dead, upon your head your hair is dry and grey; Your crown is spilled, your voice is stilled for ever and a day. O Orofarnë, Lassemista, Carnimírië! The hobbits fell asleep to the sound of the soft singing of",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,3,4,3,[N/A]
lassemista,o rowan dead,PERSON-PERSON,CO_OCCURRENCE,"your head how golden-red the crown you bore aloft! O rowan dead, upon your head your hair is dry and grey; Your crown is spilled, your voice is stilled for ever and a day. O Orofarnë, Lassemista, Carnimírië! The hobbits fell asleep to the sound of the soft singing of",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,3,4,3,[N/A]
orofarnë,o rowan dead,PERSON-PERSON,CO_OCCURRENCE,"your head how golden-red the crown you bore aloft! O rowan dead, upon your head your hair is dry and grey; Your crown is spilled, your voice is stilled for ever and a day. O Orofarnë, Lassemista, Carnimírië! The hobbits fell asleep to the sound of the soft singing of",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,3,4,3,[N/A]
bregalad,land of the valley of singing gold,PERSON-LOCATION,CO_OCCURRENCE,"come, we come; To Isengard with doom we come! With doom we come, with doom we come! So they sang as they marched southwards. Bregalad, his eyes shining, swung into the line beside Treebeard. The old Ent now took the hobbits back, and set them on his shoulders again, and",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,13,4,3,[N/A]
the battle of the pelennor fields,the ents,EVENT-ORGANIZATION,CO_OCCURRENCE,I have not seen them roused like this for many an age. We Ents do not like being roused; and we never are roused unless it is clear to us that our trees and our lives are in great danger. That has not happened in this Forest since the wars,C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,1,4,3,[N/A]
land of the valley of singing gold,wizards,LOCATION-ORGANIZATION,CO_OCCURRENCE,"this Forest since the wars of Sauron and the Men of the Sea. It is the orc-work, the wanton hewing – _rárum_ – without even the bad excuse of feeding the fires, that has so angered us; and the treachery of a neighbour, who should have helped us. Wizards ought",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,7,4,3,[N/A]
the ents,mountain-trolls,ORGANIZATION-ORGANIZATION,CO_OCCURRENCE,"break the doors of Isengard?' asked Merry. 'Ho, hm, well, we could, you know! You do not know, perhaps, how strong we are. Maybe you have heard of Trolls? They are mighty strong. But Trolls are only counterfeits, made by the Enemy in the Great Darkness, in mockery of Ents,",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,1,4,3,[N/A]
nan curunír,húrin the tall warden of the keys,LOCATION-PERSON,CO_OCCURRENCE,"when we came to the mouth of Nan Curunír,' said Aragorn. 'We feared that Saruman was brewing some new devilry for us.' 'Not he!' said Pippin. 'He was probably choking and not laughing any more. By the morning, yesterday morning, the water had sunk down into all the holes, and",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,34,4,3,[N/A]
húrin the tall warden of the keys,the companions,PERSON-ORGANIZATION,CO_OCCURRENCE,"to taste a freer air for a while.' The companions climbed up. Aragorn came last, moving slowly: he was scanning the steps and ledges closely. 'I am almost sure that the hobbits have been up here,' he said. 'But there are other marks, very strange marks, which I do not",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,2,5,3,[N/A]
the companions,folk of the lonely mountain,ORGANIZATION-ORGANIZATION,CO_OCCURRENCE,"to taste a freer air for a while.' The companions climbed up. Aragorn came last, moving slowly: he was scanning the steps and ledges closely. 'I am almost sure that the hobbits have been up here,' he said. 'But there are other marks, very strange marks, which I do not",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,2,5,3,[N/A]
onodrim,old treebeard,ORGANIZATION-PERSON,CO_OCCURRENCE,"has sung songs of the old Onodrim and their long sorrow. Yet even among us they are only a memory. If I were to meet one still walking in this world, then indeed I should feel young again! But Treebeard: that is only a rendering of Fangorn into the Common",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,2,5,3,[N/A]
andúril,the battle of the pelennor fields,PERSON-EVENT,CO_OCCURRENCE,"Andúril must now be uncovered in the battle for which it has so long waited. There is war in Rohan, and worse evil: it goes ill with Théoden.' 'Then are we not to see the merry young hobbits again?' said Legolas. 'I did not say so,' said Gandalf. 'Who knows?",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,9,5,3,[N/A]
the battle of the pelennor fields,edoras,EVENT-LOCATION,CO_OCCURRENCE,"Edoras! I go thither also.' 'It is a long way for a man to walk, young or old,' said Aragorn. 'I fear the battle will be over long ere I come there.' 'We shall see, we shall see,' said Gandalf. 'Will you come now with me?' 'Yes, we will set",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,11,5,3,[N/A]
khazad-dûm,the enemy,LOCATION-PERSON,CO_OCCURRENCE,"older than he. Now I have walked there, but I will bring no report to darken the light of day. In that despair my enemy was my only hope, and I pursued him, clutching at his heel. Thus he brought me back at last to the secret ways of Khazad-dûm:",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,1,5,3,[N/A]
the battle of the pelennor fields,celebdil,EVENT-LOCATION,CO_OCCURRENCE,"the Battle of the Peak.' Suddenly Gandalf laughed. 'But what would they say in song? Those that looked up from afar thought that the mountain was crowned with storm. Thunder they heard, and lightning, they said, smote upon Celebdil, and leaped back broken into tongues of fire. Is not that",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,3,5,3,[N/A]
caras galadhon,lothlórien,LOCATION-LOCATION,CO_OCCURRENCE,"float upon the wind.' ' 'Do not let me fall!' I gasped, for I felt life in me again. 'Bear me to Lothlórien!' ' 'That indeed is the command of the Lady Galadriel who sent me to look for you,' he answered. 'Thus it was that I came to Caras",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,1,5,3,[N/A]
dúnedain of the north,folk of the lonely mountain,ORGANIZATION-ORGANIZATION,CO_OCCURRENCE,"Where now are the Dúnedain, Elessar, Elessar? Why do thy kinsfolk wander afar? Near is the hour when the Lost should come forth, And the Grey Company ride from the North. But dark is the path appointed for thee: The Dead watch the road that leads to the Sea. To",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,39,5,3,[N/A]
dúnedain of the north,the lost,ORGANIZATION-ORGANIZATION,CO_OCCURRENCE,"Where now are the Dúnedain, Elessar, Elessar? Why do thy kinsfolk wander afar? Near is the hour when the Lost should come forth, And the Grey Company ride from the North. But dark is the path appointed for thee: The Dead watch the road that leads to the Sea. To",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,2,5,3,[N/A]
húrin the tall warden of the keys,the lost,PERSON-ORGANIZATION,CO_OCCURRENCE,"Where now are the Dúnedain, Elessar, Elessar? Why do thy kinsfolk wander afar? Near is the hour when the Lost should come forth, And the Grey Company ride from the North. But dark is the path appointed for thee: The Dead watch the road that leads to the Sea. To",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,5,5,3,[N/A]
folk of the lonely mountain,the lost,ORGANIZATION-ORGANIZATION,CO_OCCURRENCE,"kinsfolk wander afar? Near is the hour when the Lost should come forth, And the Grey Company ride from the North. But dark is the path appointed for thee: The Dead watch the road that leads to the Sea. To Legolas she sent this word: Legolas Greenleaf long under tree",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,4,5,3,[N/A]
meduseld,bruinen of rivendell,LOCATION-LOCATION,CO_OCCURRENCE,"Rivendell, my friend,' he said; 'but you are wise and swift and come at need. Far let us ride now together, and part not in this world again!' Soon the other horses came up and stood quietly by, as if awaiting orders. 'We go at once to Meduseld, the hall",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,1,5,3,[N/A]
the battle of the pelennor fields,the gap of rohan,EVENT-LOCATION,CO_OCCURRENCE,"kindled the grass as it passed down under the rim of earth. 'There lies the Gap of Rohan,' said Gandalf. 'It is now almost due west of us. That way lies Isengard.' 'I see a great smoke,' said Legolas. 'What may that be?' 'Battle and war!' said Gandalf. 'Ride on!'",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,2,5,3,[N/A]
meduseld,the rohirrim,LOCATION-ORGANIZATION,CO_OCCURRENCE,"Gandalf, 'and Meduseld is that golden hall. There dwells Théoden son of Thengel, King of the Mark of Rohan. We are come with the rising of the day. Now the road lies plain to see before us. But we must ride more warily; for war is abroad, and the Rohirrim,",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,1,6,3,[N/A]
húrin the tall warden of the keys,felaróf,PERSON-PERSON,CO_OCCURRENCE,"fair was Eorl the Young, who rode down out of the North; and there were wings upon the feet of his steed, Felaróf, father of horses. So men still sing in the evening.' With these words the travellers passed the silent mounds. Following the winding way up the green shoulders",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,9,6,3,[N/A]
the battle of the pelennor fields,mounds of mundburg,EVENT-LOCATION,CO_OCCURRENCE,"and are our friends,' replied one of the guards. 'None are welcome here in days of war but our own folk, and those that come from Mundburg in the land of Gondor. Who are you that come heedless over the plain thus strangely clad, riding horses like to our own",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,5,6,3,[N/A]
mounds of mundburg,húrin the tall warden of the keys,LOCATION-PERSON,CO_OCCURRENCE,"of Théoden King that none should enter his gates, save those who know our tongue and are our friends,' replied one of the guards. 'None are welcome here in days of war but our own folk, and those that come from Mundburg in the land of Gondor. Who are you",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,98,6,3,[N/A]
land of the valley of singing gold,mounds of mundburg,LOCATION-LOCATION,CO_OCCURRENCE,"Mundburg under mould they lie with their league-fellows, lords of Gondor. Neither Hirluin the Fair to the hills by the sea, nor Forlong the old to the flowering vales ever, to Arnach, to his own country returned in triumph; nor the tall bowmen, Derufin and Duilin, to their dark waters,",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,14,6,3,[N/A]
mounds of mundburg,folk of the lonely mountain,LOCATION-ORGANIZATION,CO_OCCURRENCE,"and are our friends,' replied one of the guards. 'None are welcome here in days of war but our own folk, and those that come from Mundburg in the land of Gondor. Who are you that come heedless over the plain thus strangely clad, riding horses like to our own",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,12,6,3,[N/A]
goodman háma,húrin the tall warden of the keys,PERSON-PERSON,CO_OCCURRENCE,"of Théoden,' he said. 'Háma is my name. Here I must bid you lay aside your weapons before you enter.' Then Legolas gave into his hand his silver-hafted knife, his quiver and his bow. 'Keep these well,' he said, 'for they come from the Golden Wood and the Lady of",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,327,6,3,[N/A]
